[ 2012-05-11T19:15:18+08:00 ] /SiaWeb/admin.php/person | ERR: (ThinkException) 无法加载模块person
[ 2012-05-11T23:28:45+08:00 ] /SiaWeb/admin.php/User | INFO: Run CheckRoute Behavior [ RunTime:0.001124s ]
[ 2012-05-11T23:28:45+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ route_check ] --END-- [ RunTime:0.001276s ]
[ 2012-05-11T23:28:45+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T23:28:45+08:00 ] /SiaWeb/admin.php/User | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000623s ]
[ 2012-05-11T23:28:45+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000706s ]
[ 2012-05-11T23:28:45+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_template ] --START--
[ 2012-05-11T23:28:45+08:00 ] /SiaWeb/admin.php/User | INFO: Run LocationTemplate Behavior [ RunTime:0.000570s ]
[ 2012-05-11T23:28:45+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_template ] --END-- [ RunTime:0.000654s ]
[ 2012-05-11T23:28:45+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T23:28:45+08:00 ] /SiaWeb/admin.php/User | INFO: Run ParseTemplate Behavior [ RunTime:0.007710s ]
[ 2012-05-11T23:28:45+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_parse ] --END-- [ RunTime:0.007844s ]
[ 2012-05-11T23:28:45+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T23:28:45+08:00 ] /SiaWeb/admin.php/User | INFO: Run ContentReplace Behavior [ RunTime:0.000487s ]
[ 2012-05-11T23:28:45+08:00 ] /SiaWeb/admin.php/User | INFO: Run TokenBuild Behavior [ RunTime:0.000503s ]
[ 2012-05-11T23:28:45+08:00 ] /SiaWeb/admin.php/User | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000307s ]
[ 2012-05-11T23:28:45+08:00 ] /SiaWeb/admin.php/User | INFO: Run ShowRuntime Behavior [ RunTime:0.000521s ]
[ 2012-05-11T23:28:45+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002066s ]
[ 2012-05-11T23:28:45+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_end ] --START--
[ 2012-05-11T23:28:45+08:00 ] /SiaWeb/admin.php/User | INFO: Run ShowPageTrace Behavior [ RunTime:0.000530s ]
[ 2012-05-11T23:28:45+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_end ] --END-- [ RunTime:0.000612s ]
[ 2012-05-11T23:47:23+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ route_check ] --START--
[ 2012-05-11T23:47:23+08:00 ] /SiaWeb/admin.php/Cate | INFO: Run CheckRoute Behavior [ RunTime:0.001155s ]
[ 2012-05-11T23:47:23+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ route_check ] --END-- [ RunTime:0.001318s ]
[ 2012-05-11T23:47:23+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T23:47:23+08:00 ] /SiaWeb/admin.php/Cate | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000705s ]
[ 2012-05-11T23:47:23+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000791s ]
[ 2012-05-11T23:47:23+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ view_template ] --START--
[ 2012-05-11T23:47:23+08:00 ] /SiaWeb/admin.php/Cate | INFO: Run LocationTemplate Behavior [ RunTime:0.000912s ]
[ 2012-05-11T23:47:23+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ view_template ] --END-- [ RunTime:0.001005s ]
[ 2012-05-11T23:47:23+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T23:47:23+08:00 ] /SiaWeb/admin.php/Cate | INFO: Run ParseTemplate Behavior [ RunTime:0.007632s ]
[ 2012-05-11T23:47:23+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ view_parse ] --END-- [ RunTime:0.007733s ]
[ 2012-05-11T23:47:23+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T23:47:23+08:00 ] /SiaWeb/admin.php/Cate | INFO: Run ContentReplace Behavior [ RunTime:0.000505s ]
[ 2012-05-11T23:47:23+08:00 ] /SiaWeb/admin.php/Cate | INFO: Run TokenBuild Behavior [ RunTime:0.000613s ]
[ 2012-05-11T23:47:23+08:00 ] /SiaWeb/admin.php/Cate | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000529s ]
[ 2012-05-11T23:47:23+08:00 ] /SiaWeb/admin.php/Cate | INFO: Run ShowRuntime Behavior [ RunTime:0.001093s ]
[ 2012-05-11T23:47:23+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003031s ]
[ 2012-05-11T23:47:23+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ view_end ] --START--
[ 2012-05-11T23:47:23+08:00 ] /SiaWeb/admin.php/Cate | INFO: Run ShowPageTrace Behavior [ RunTime:0.000803s ]
[ 2012-05-11T23:47:23+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ view_end ] --END-- [ RunTime:0.000940s ]
[ 2012-05-11T23:51:05+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ route_check ] --START--
[ 2012-05-11T23:51:05+08:00 ] /SiaWeb/admin.php/Cate | INFO: Run CheckRoute Behavior [ RunTime:0.001000s ]
[ 2012-05-11T23:51:05+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ route_check ] --END-- [ RunTime:0.001122s ]
[ 2012-05-11T23:51:05+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T23:51:05+08:00 ] /SiaWeb/admin.php/Cate | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000713s ]
[ 2012-05-11T23:51:05+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000794s ]
[ 2012-05-11T23:51:05+08:00 ] /SiaWeb/admin.php/Cate | SQL: SHOW COLUMNS FROM `think_cate` [ RunTime:0.004550s ]
[ 2012-05-11T23:51:05+08:00 ] /SiaWeb/admin.php/Cate | SQL: SELECT `id`,`name`,`pid`,concat(path,'-',id) as bpath FROM `think_cate` ORDER BY bpath desc  [ RunTime:0.000354s ]
[ 2012-05-11T23:51:05+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ view_template ] --START--
[ 2012-05-11T23:51:05+08:00 ] /SiaWeb/admin.php/Cate | INFO: Run LocationTemplate Behavior [ RunTime:0.001087s ]
[ 2012-05-11T23:51:05+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ view_template ] --END-- [ RunTime:0.001210s ]
[ 2012-05-11T23:51:05+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T23:51:05+08:00 ] /SiaWeb/admin.php/Cate | INFO: Run ParseTemplate Behavior [ RunTime:0.010710s ]
[ 2012-05-11T23:51:05+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ view_parse ] --END-- [ RunTime:0.010864s ]
[ 2012-05-11T23:51:05+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T23:51:05+08:00 ] /SiaWeb/admin.php/Cate | INFO: Run ContentReplace Behavior [ RunTime:0.000855s ]
[ 2012-05-11T23:51:05+08:00 ] /SiaWeb/admin.php/Cate | INFO: Run TokenBuild Behavior [ RunTime:0.000782s ]
[ 2012-05-11T23:51:05+08:00 ] /SiaWeb/admin.php/Cate | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000527s ]
[ 2012-05-11T23:51:05+08:00 ] /SiaWeb/admin.php/Cate | INFO: Run ShowRuntime Behavior [ RunTime:0.000815s ]
[ 2012-05-11T23:51:05+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003283s ]
[ 2012-05-11T23:51:05+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ view_end ] --START--
[ 2012-05-11T23:51:05+08:00 ] /SiaWeb/admin.php/Cate | INFO: Run ShowPageTrace Behavior [ RunTime:0.000509s ]
[ 2012-05-11T23:51:05+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ view_end ] --END-- [ RunTime:0.000584s ]
[ 2012-05-11T23:52:18+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ route_check ] --START--
[ 2012-05-11T23:52:18+08:00 ] /SiaWeb/admin.php/Cate | INFO: Run CheckRoute Behavior [ RunTime:0.001025s ]
[ 2012-05-11T23:52:18+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ route_check ] --END-- [ RunTime:0.001177s ]
[ 2012-05-11T23:52:18+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T23:52:18+08:00 ] /SiaWeb/admin.php/Cate | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000854s ]
[ 2012-05-11T23:52:18+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000952s ]
[ 2012-05-11T23:52:18+08:00 ] /SiaWeb/admin.php/Cate | SQL: SHOW COLUMNS FROM `think_cate` [ RunTime:0.005221s ]
[ 2012-05-11T23:52:18+08:00 ] /SiaWeb/admin.php/Cate | SQL: SELECT `id`,`name`,`pid`,concat(path,'-',id) as bpath FROM `think_cate` ORDER BY bpath  [ RunTime:0.000300s ]
[ 2012-05-11T23:52:18+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ view_template ] --START--
[ 2012-05-11T23:52:18+08:00 ] /SiaWeb/admin.php/Cate | INFO: Run LocationTemplate Behavior [ RunTime:0.001206s ]
[ 2012-05-11T23:52:18+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ view_template ] --END-- [ RunTime:0.001325s ]
[ 2012-05-11T23:52:18+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T23:52:18+08:00 ] /SiaWeb/admin.php/Cate | INFO: Run ParseTemplate Behavior [ RunTime:0.011964s ]
[ 2012-05-11T23:52:18+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ view_parse ] --END-- [ RunTime:0.012092s ]
[ 2012-05-11T23:52:18+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T23:52:18+08:00 ] /SiaWeb/admin.php/Cate | INFO: Run ContentReplace Behavior [ RunTime:0.000551s ]
[ 2012-05-11T23:52:18+08:00 ] /SiaWeb/admin.php/Cate | INFO: Run TokenBuild Behavior [ RunTime:0.000669s ]
[ 2012-05-11T23:52:18+08:00 ] /SiaWeb/admin.php/Cate | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000407s ]
[ 2012-05-11T23:52:18+08:00 ] /SiaWeb/admin.php/Cate | INFO: Run ShowRuntime Behavior [ RunTime:0.000682s ]
[ 2012-05-11T23:52:18+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002540s ]
[ 2012-05-11T23:52:18+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ view_end ] --START--
[ 2012-05-11T23:52:18+08:00 ] /SiaWeb/admin.php/Cate | INFO: Run ShowPageTrace Behavior [ RunTime:0.000518s ]
[ 2012-05-11T23:52:18+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ view_end ] --END-- [ RunTime:0.000598s ]
[ 2012-05-11T23:55:08+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ route_check ] --START--
[ 2012-05-11T23:55:08+08:00 ] /SiaWeb/admin.php/Cate | INFO: Run CheckRoute Behavior [ RunTime:0.000948s ]
[ 2012-05-11T23:55:08+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ route_check ] --END-- [ RunTime:0.001068s ]
[ 2012-05-11T23:55:08+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T23:55:08+08:00 ] /SiaWeb/admin.php/Cate | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000621s ]
[ 2012-05-11T23:55:08+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000702s ]
[ 2012-05-11T23:55:08+08:00 ] /SiaWeb/admin.php/Cate | SQL: SHOW COLUMNS FROM `think_cate` [ RunTime:0.003755s ]
[ 2012-05-11T23:55:08+08:00 ] /SiaWeb/admin.php/Cate | SQL: SELECT `id`,`name`,`pid`,concat(path,'-',id) as bpath FROM `think_cate` ORDER BY bpath  [ RunTime:0.000270s ]
[ 2012-05-11T23:55:08+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ view_template ] --START--
[ 2012-05-11T23:55:08+08:00 ] /SiaWeb/admin.php/Cate | INFO: Run LocationTemplate Behavior [ RunTime:0.000838s ]
[ 2012-05-11T23:55:08+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ view_template ] --END-- [ RunTime:0.000928s ]
[ 2012-05-11T23:55:08+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T23:55:08+08:00 ] /SiaWeb/admin.php/Cate | INFO: Run ParseTemplate Behavior [ RunTime:0.009296s ]
[ 2012-05-11T23:55:08+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ view_parse ] --END-- [ RunTime:0.009401s ]
[ 2012-05-11T23:55:08+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T23:55:08+08:00 ] /SiaWeb/admin.php/Cate | INFO: Run ContentReplace Behavior [ RunTime:0.000554s ]
[ 2012-05-11T23:55:08+08:00 ] /SiaWeb/admin.php/Cate | INFO: Run TokenBuild Behavior [ RunTime:0.000835s ]
[ 2012-05-11T23:55:08+08:00 ] /SiaWeb/admin.php/Cate | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000380s ]
[ 2012-05-11T23:55:08+08:00 ] /SiaWeb/admin.php/Cate | INFO: Run ShowRuntime Behavior [ RunTime:0.000658s ]
[ 2012-05-11T23:55:08+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002653s ]
[ 2012-05-11T23:55:08+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ view_end ] --START--
[ 2012-05-11T23:55:08+08:00 ] /SiaWeb/admin.php/Cate | INFO: Run ShowPageTrace Behavior [ RunTime:0.000549s ]
[ 2012-05-11T23:55:08+08:00 ] /SiaWeb/admin.php/Cate | INFO: Tag[ view_end ] --END-- [ RunTime:0.000629s ]
